Distance: 0 Inch   Angle: 0 °   Temperature:  °F   Humidity:  %

Reading Experiment

            EPC                        Meta Data
------------------------   ------------------------
------------------------   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
------------------------   765432090000000000000000
201602260000000000000280   ------------------------
------------------------   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000

Success: 91  EPC Fail: 3  Data Fail: 5  EPC/Data Fail: 1  Success Rate: 91 %
